60000 460 14 5 864 -3.48923639556229 0.0606773487333459 10 6579253
70000 460 14 5 864 -3.48903560791863 0.0604882679093509 10 6579253
80000 460 14 5 864 -3.48933304312152 0.0604071546408953 10 6579253
90000 460 14 5 864 -3.48935095276558 0.0604971333167196 10 6579253
100000 460 14 5 864 -3.48922758341329 0.060628272864098 10 6579253
110000 460 14 5 864 -3.48905671794071 0.0605393646339287 10 6579253
120000 460 14 5 864 -3.48931927608271 0.0606393807500663 10 6579253
130000 460 14 5 864 -3.48954016927028 0.0608032812663133 10 6579253
140000 460 14 5 864 -3.48907474230535 0.0606029474085355 10 6579253
150000 460 14 5 864 -3.48914254534525 0.0606205222237976 10 6579253
160000 460 14 5 864 -3.48933827501278 0.0606089559468513 10 6579253
170000 460 14 5 864 -3.48927828524684 0.0605536346675266 10 6579253
180000 460 14 5 864 -3.48941206253261 0.0602843670223816 10 6579253
190000 460 14 5 864 -3.48926582862814 0.0606766296212588 10 6579253
200000 460 14 5 864 -3.48933625463874 0.0605814847107114 10 6579253
210000 460 14 5 864 -3.48940364061993 0.0605905549338676 10 6579253
220000 460 14 5 864 -3.48947213200899 0.0607512207710105 10 6579253
230000 460 14 5 864 -3.4893041121814 0.0605070666863684 10 6579253
240000 460 14 5 864 -3.48924642940529 0.0606820260525507 10 6579253
250000 460 14 5 864 -3.48897522932047 0.060641111885136 10 6579253
260000 460 14 5 864 -3.48943693646738 0.0606258534092234 10 6579253
270000 460 14 5 864 -3.48925243419032 0.060526496376229 10 6579253
280000 460 14 5 864 -3.48933686067603 0.0605413213006693 10 6579253
290000 460 14 5 864 -3.48947782459245 0.060493039382341 10 6579253
300000 460 14 5 864 -3.48960421334884 0.0607285418233533 10 6579253
310000 460 14 5 864 -3.48954712366323 0.0605724026786621 10 6579253
320000 460 14 5 864 -3.48949034938517 0.0605518496051229 10 6579253
330000 460 14 5 864 -3.48926372957381 0.0607075724093806 10 6579253
