14.00000000,5.0,-3.5534544467290701,0.0577696387042455,6579253
10.50000000,5.0,-3.1893566875691199,0.1678730990528870,3236706
10.20000000,5.0,-3.1366851853721203,0.1835894082644580,3420473
12.60000000,5.0,-3.4516233326420100,0.0893895072949698,3747896
12.60000000,5.0,-3.4516233326420100,0.0893895072949698,6698341
13.20000000,5.0,-3.5007017230602999,0.0745842417756967,3302756
13.00000000,5.0,-3.4853198377801800,0.0792718365196753,6434869
13.00000000,5.0,-3.4853198377801800,0.0792718365196753,3682353
11.25000000,5.0,-3.3026754146959800,0.1349125384963300,3160114
12.50000000,5.0,-3.4425496237467796,0.0920977611779559,6512950
11.66666667,5.0,-3.3553563453849704,0.1184094749351590,3223861
11.00000000,5.0,-3.2675665663411602,0.1458139383048890,3629926
11.66666667,5.0,-3.3553563453849704,0.1184094749351590,3747939
13.00000000,5.0,-3.4853198377801800,0.0792718365196753,6501424
12.33333333,5.0,-3.4268118855865399,0.0967948222250906,6565945
11.00000000,5.0,-3.2675665663411602,0.1458139383048890,6579504
13.00000000,5.0,-3.4853198377801800,0.0792718365196753,6644580
10.50000000,5.0,-3.1893566875691199,0.1678730990528870,6697574
13.50000000,5.0,-3.5220698113052098,0.0679430586947327,3302961
12.50000000,5.0,-3.4425496237467796,0.0920977611779559,3433060
11.25000000,5.0,-3.3026754146959800,0.1349125384963300,3761506
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3302194
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3355492
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3433829
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3485745
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3499061
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3564345
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,3694896
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,6369637
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,6448690
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,6501939
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,6514276
13.43126791,5.0,-3.5173490969324797,0.0694262259359890,6578741
