epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,    2.061,    0.005,       1.4707e+07,       1.4438e+08,       1.5909e+08,     2.85e+03,     3.84e+03,     1.98e+03,     3.85e+03,     2.91e+03,     2.59e+03,     4.88e+03,     3.74e+03,      1.8e+05,      1.2e+04
