9.9,5.0,-3.07900563271816,0.201280127813473
10.0,5,-3.0988255362682,0.195156327400264
10.1,5.0,-3.1180445145744,0.18926091167471
10.2,5,-3.13668518537212,0.183589408264459
10.3,5.0,-3.15476970806592,0.178137182568803
10.4,5,-3.17231978425394,0.172899761707963
10.5,5.0,-3.18935668756912,0.167873099052887
10.6,5,-3.20590131750864,0.163053791321053
10.7,5.0,-3.22197427304294,0.158439258705553
10.8,5,-3.23759594277919,0.154027897292824
10.9,5.0,-3.25278660933085,0.149819212089724
11.0,5,-3.26756656634116,0.145813938304889
11.2,5,-3.29587566779347,0.137084717227156
11.4,5,-3.32243820374914,0.12865451629844
11.6,5,-3.34738064760337,0.120871924809492
11.8,5,-3.37082548794609,0.11366712737474
12.0,5,-3.392881618641,0.106974254158379
12.2,5,-3.41364526109389,0.100732600300982
12.4,5,-3.43320107054963,0.094887281748188
12.6,5,-3.45162333264201,0.0893895072949696
12.8,5,-3.46897718712791,0.0841965965658067
13.0,5,-3.48531983778018,0.0792718365196752
13.2,5,-3.5007017230603,0.0745842417756967
13.4,5,-3.51516763316077,0.0701082642352021
13.5,5.0,-3.52206981130521,0.0679430586947326
13.6,5,-3.52875776660636,0.0658234833389143
13.7,5.0,-3.53523596959454,0.0637477362764007
13.8,5,-3.5415087248275,0.0617142984924405
13.9,5.0,-3.54758019874971,0.0597219253656496
14.0,5,-3.55345444672906,0.0577696387042457
14.1,5.0,-3.55913543932574,0.0558567193693608
14.2,5,-3.56462708785565,0.0539827005520265
14.3,5.0,-3.56993326931706,0.0521473617721828
14.4,5,-3.57505785075623,0.0503507236723552
14.5,5.0,-3.58000471315543,0.0485930436851402
14.6,5,-3.58477777493498,0.0468748126626193
14.7,5.0,-3.58938101517044,0.045196752566822
14.8,5,-3.59381849663656,0.0435598153337416
14.9,5.0,-3.59809438880148,0.0419651830390422
15.0,5,-3.60221299090868,0.0404142695115902
15.1,5.0,-3.6061787552995,0.0389087235616748
