epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, e_mae, e_rmse
    3,   169,          0.17282,          0.17267,       0.00015407,           9.1262,           12.986,           6.1642,           8.1503
    3,   170,          0.12628,          0.12617,       0.00011121,           7.9735,           11.101,           5.5394,           6.9157
    3,   171,          0.19974,          0.19955,       0.00018642,           9.4208,           13.961,           7.2373,            8.964
    3,   172,          0.14872,          0.14841,       0.00030848,           8.8854,            12.04,           9.3906,            11.52
    3,   173,          0.11926,          0.11913,       0.00012943,            8.193,           10.787,            6.179,           7.4654
    3,   174,          0.16427,          0.16404,       0.00022713,           9.1274,           12.658,           7.9052,           9.8937
    3,   175,           0.1594,          0.15888,       0.00051787,            8.951,           12.457,           12.279,            14.93
    3,   176,          0.16444,          0.16387,        0.0005719,           8.8172,           12.651,           12.176,           15.693
    3,   177,          0.16965,          0.16912,       0.00052939,           9.4099,           12.852,           12.387,             15.1
    3,   178,          0.15132,          0.15114,       0.00018018,           8.8132,            12.15,           6.9124,           8.8065
    3,   179,          0.17377,          0.17348,       0.00028864,           9.1197,           13.017,           8.6574,           11.147
    3,   180,           0.1824,          0.18221,       0.00018972,            9.776,            13.34,           7.2649,           9.0354
    3,   181,          0.17427,          0.17402,       0.00024985,           9.3147,           13.037,           7.8496,           10.376
    3,   182,          0.18783,          0.18745,       0.00038632,           9.7855,           13.531,           10.221,           12.897
    3,   183,          0.14325,          0.14297,       0.00028603,           8.8027,           11.817,           8.6146,           11.101
    3,   184,          0.17654,          0.17632,       0.00021941,           9.4356,           13.123,           7.6139,           9.7187
    3,   185,          0.16131,          0.16108,       0.00022203,           8.9866,           12.543,           7.5124,           9.7814
    3,   186,           0.1931,          0.19275,        0.0003512,            9.859,           13.721,           9.8593,           12.298
    3,   187,          0.20373,          0.20347,       0.00026271,           10.169,           14.097,            8.233,           10.638
    3,   188,          0.15229,          0.15213,       0.00015815,            8.886,            12.19,           6.5433,           8.2524
    3,   189,          0.19748,          0.19695,       0.00053098,           9.6987,           13.869,           11.783,           15.125
    3,   190,          0.17205,          0.17178,         0.000272,           9.9669,           12.953,           8.5296,           10.819
    4,     1,          0.18651,          0.18609,       0.00041671,           9.3911,           13.482,           11.032,           13.399
    4,     2,          0.16071,          0.16054,       0.00016853,           8.8188,           12.522,           6.3682,            8.514
    4,     3,          0.17588,          0.17556,       0.00031957,           9.4277,           13.095,           9.5317,           11.735
    4,     4,          0.17932,          0.17908,        0.0002328,           9.7485,           13.225,           7.6795,           10.018
    4,     5,          0.19617,          0.19566,        0.0005053,           9.9628,           13.824,           11.235,            14.75
    4,     6,          0.13985,           0.1397,       0.00014518,           8.7248,           11.681,           6.0007,           7.9053
    4,     7,          0.15807,          0.15785,        0.0002198,           9.0998,           12.417,           7.5858,           9.7316
    4,     8,          0.16744,          0.16703,       0.00040397,           9.0554,           12.773,           10.266,           13.189
    4,     9,          0.17881,          0.17847,       0.00034842,           9.3701,           13.203,           10.331,           12.251
    4,    10,          0.17679,          0.17663,       0.00016142,           9.3299,           13.134,           6.2865,            8.339
    4,    11,          0.17835,          0.17823,       0.00012286,           9.5321,           13.194,           5.6613,             7.27
    4,    12,          0.19927,          0.19879,       0.00047619,           10.234,           13.934,           10.234,           14.315
    4,    13,          0.17681,          0.17644,       0.00037631,           9.4175,           13.127,           9.6639,           12.734
    4,    14,          0.13322,          0.13299,       0.00022655,           8.3281,           11.397,           7.8539,           9.8747
    4,    15,          0.19261,           0.1924,       0.00021165,           9.7124,           13.708,            7.878,           9.5507
    4,    16,          0.15576,          0.15553,       0.00023475,             9.12,           12.325,           7.6346,           10.052
    4,    17,          0.11602,          0.11576,       0.00026194,           7.9136,           10.633,           8.8033,           10.619
    4,    18,          0.14446,          0.14427,       0.00018464,           8.2189,           11.871,           7.0116,           8.9194
    4,    19,          0.18592,          0.18553,        0.0003812,           9.5609,           13.461,           9.5821,           12.817
    4,    20,          0.20486,          0.20441,       0.00044539,           10.291,            14.13,           11.689,            13.85
    4,    21,           0.1499,          0.14976,       0.00014471,           8.4966,           12.094,           6.3183,           7.8934
    4,    22,          0.13439,          0.13422,       0.00017604,           8.3103,           11.449,           6.6341,           8.7117
    4,    23,          0.14403,          0.14382,       0.00021482,           8.5026,           11.852,           7.7137,           9.6112
    4,    24,          0.15087,           0.1507,       0.00016566,           8.6611,           12.132,           6.5593,           8.4444
    4,    25,          0.19404,          0.19386,       0.00018325,           9.7222,            13.76,           6.4359,           8.8812
    4,    26,          0.14216,          0.14187,       0.00029469,           8.2166,           11.771,            9.257,           11.271
    4,    27,           0.2062,          0.20581,       0.00038852,           9.8141,           14.178,           10.516,           12.934
    4,    28,          0.21064,          0.21048,       0.00016807,            9.764,           14.338,           6.5306,           8.5079
    4,    29,          0.17961,          0.17922,       0.00039037,           9.5801,           13.231,           10.704,           12.964
    4,    30,          0.15875,           0.1585,        0.0002471,            8.988,           12.442,           8.3419,           10.318
    4,    31,          0.16304,          0.16272,       0.00031517,           8.9291,           12.607,           9.3538,           11.652
    4,    32,           0.1557,          0.15547,       0.00023373,           8.8953,           12.323,           8.3511,           10.033
    4,    33,          0.12496,           0.1248,        0.0001609,           8.0205,           11.041,           6.8676,           8.3263
    4,    34,          0.14361,          0.14314,        0.0004718,           8.7663,           11.824,           11.423,           14.253
    4,    35,          0.13145,          0.13121,       0.00023738,           8.3201,           11.321,           8.0093,           10.112
    4,    36,          0.16601,          0.16585,       0.00016666,           9.0757,           12.727,           6.6032,           8.4705
    4,    37,          0.12217,          0.12194,       0.00023111,           8.3916,           10.913,           8.1055,           9.9774
    4,    38,          0.14924,          0.14913,       0.00010416,            8.494,           12.069,           5.5134,           6.7025
    4,    39,          0.17463,          0.17433,       0.00029658,            9.034,           13.049,           8.4923,           11.299
    4,    40,          0.13924,           0.1388,        0.0004493,           8.3642,           11.643,           10.571,           13.912
    4,    41,          0.12493,           0.1248,       0.00013219,           8.0647,            11.04,           6.0096,           7.5467
    4,    42,          0.13832,          0.13817,       0.00015123,            8.467,           11.617,           6.5482,            8.071
    4,    43,          0.15276,          0.15249,       0.00027355,           9.0826,           12.204,           8.6817,            10.86
    4,    44,          0.14758,          0.14726,       0.00032705,            8.865,           11.993,           9.4661,            11.87
    4,    45,          0.17463,          0.17439,       0.00023819,           9.8107,           13.051,           8.1473,           10.129
    4,    46,          0.13343,          0.13318,       0.00024954,           8.1867,           11.405,           7.9338,           10.369
    4,    47,          0.12274,          0.12262,       0.00012931,           7.8389,           10.943,            5.887,           7.4635
    4,    48,          0.13753,          0.13731,       0.00022733,           8.4722,            11.58,           7.7604,           9.9025
    4,    49,          0.12138,          0.12106,       0.00032814,             8.21,           10.874,           9.8414,           11.883
    4,    50,          0.18183,          0.18154,       0.00028559,           9.1978,           13.316,           8.9275,           11.096
    4,    51,          0.12635,           0.1262,       0.00015207,           8.0917,           11.102,           6.3795,           8.0942
    4,    52,          0.17395,          0.17364,       0.00030594,           9.3104,           13.023,           9.5271,           11.478
    4,    53,          0.13879,          0.13852,       0.00027124,           8.5513,           11.631,           8.5113,           10.807
    4,    54,          0.17174,           0.1714,       0.00034117,           9.2896,           12.939,            9.551,           12.123
    4,    55,          0.15977,          0.15947,       0.00029906,           9.0568,            12.48,           8.7229,           11.346
    4,    56,          0.16207,          0.16198,        9.633e-05,           9.0056,           12.578,            5.091,           6.4424
    4,    57,          0.15599,          0.15582,       0.00017256,           8.8718,           12.337,           6.6285,           8.6219
    4,    58,          0.13444,          0.13406,        0.0003786,           8.6648,           11.443,           10.212,           12.764
    4,    59,           0.1441,          0.14388,        0.0002202,           8.1469,           11.855,           7.5523,           9.7374
    4,    60,          0.10832,           0.1082,       0.00012544,           7.7008,            10.28,           5.6378,           7.3531
    4,    61,          0.16355,          0.16316,       0.00039196,           9.4581,           12.624,           10.319,           12.997
    4,    62,          0.16578,           0.1656,       0.00017815,           8.9986,           12.718,           6.8883,           8.7615
    4,    63,          0.15978,          0.15941,       0.00036524,            8.607,           12.478,           9.7473,            12.54
    4,    64,          0.14789,          0.14776,       0.00012781,            8.614,           12.013,            5.801,           7.4207
    4,    65,          0.19678,          0.19642,       0.00036055,           10.034,           13.851,            10.12,           12.458
    4,    66,          0.16188,          0.16172,       0.00016453,             8.96,           12.568,           6.6292,           8.4176
    4,    67,           0.1391,          0.13898,       0.00011867,           8.0065,           11.651,           5.6375,           7.1501
    4,    68,          0.16497,          0.16466,       0.00030392,           8.8706,           12.682,           9.3899,            11.44
    4,    69,          0.12348,          0.12328,       0.00019187,           7.8471,           10.973,           7.4716,           9.0884
    4,    70,          0.19866,          0.19832,       0.00034472,            8.982,           13.917,           9.4651,           12.186
    4,    71,          0.13503,          0.13491,        0.0001274,            8.417,           11.479,           5.3414,           7.4082
    4,    72,          0.12865,          0.12845,       0.00020195,           8.2245,           11.201,           7.4206,           9.3262
    4,    73,          0.12895,          0.12884,       0.00011138,           8.4987,           11.218,           5.5496,           6.9279
    4,    74,           0.1551,          0.15496,       0.00014011,           9.1055,           12.302,           5.7683,           7.7698
    4,    75,          0.14143,          0.14106,        0.0003664,           8.5234,           11.738,           9.0406,           12.561
    4,    76,           0.1327,          0.13252,       0.00017446,           8.2989,           11.377,           6.9522,           8.6661
    4,    77,          0.18763,          0.18731,       0.00031954,           9.1729,           13.526,           9.6002,           11.728
    4,    78,          0.11994,          0.11979,       0.00014562,           8.1985,           10.817,           6.2014,           7.9234
    4,    79,          0.17625,          0.17593,        0.0003214,           9.7622,           13.108,           9.8033,           11.764
    4,    80,          0.11056,          0.11044,       0.00012305,           7.8125,           10.386,           5.9102,           7.2759
    4,    81,           0.1491,          0.14887,       0.00022674,            8.913,           12.058,           7.7488,           9.8845
    4,    82,          0.17268,          0.17233,       0.00034931,           9.7476,           12.973,            9.157,           12.259
    4,    83,          0.15876,          0.15857,       0.00018919,            9.133,           12.445,           6.9913,           9.0216
    4,    84,          0.17066,           0.1703,        0.0003576,           9.1515,           12.897,           9.7913,           12.408
    4,    85,          0.15904,          0.15876,       0.00027893,           9.1144,           12.452,           9.0196,           10.957
    4,    86,          0.16203,          0.16185,       0.00017911,           9.0826,           12.573,           6.9488,           8.7873
    4,    87,          0.18096,          0.18075,       0.00020711,           8.9369,           13.287,           7.5823,            9.444
    4,    88,          0.15848,          0.15821,       0.00027599,           8.7111,           12.431,           8.6201,           10.901
    4,    89,          0.12664,          0.12648,       0.00015714,           8.5004,           11.115,           6.6049,            8.224
    4,    90,          0.13233,          0.13212,       0.00021283,           8.4278,            11.36,           7.5095,           9.5781
    4,    91,          0.19504,          0.19482,       0.00022228,            9.506,           13.794,           7.7678,           9.7843
    4,    92,          0.15021,          0.14992,       0.00028388,            8.749,           12.101,           8.9321,           11.055
    4,    93,          0.12395,          0.12381,       0.00014423,           7.8668,           10.997,           5.7617,            7.876
    4,    94,          0.12784,          0.12754,        0.0003011,           8.0678,           11.161,           9.0859,           11.392
    4,    95,          0.14213,          0.14187,        0.0002588,           8.6421,           11.771,           7.9912,           10.555
    4,    96,          0.12288,          0.12267,       0.00021047,           7.7245,           10.946,           7.4973,           9.5241
    4,    97,           0.1152,          0.11497,       0.00023547,           7.7621,           10.597,           7.8682,           10.073
    4,    98,          0.12156,          0.12127,       0.00028562,           7.9837,           10.883,           8.6895,           11.093
    4,    99,         0.098909,         0.098754,       0.00015451,           7.3069,           9.8211,           6.2842,           8.1572
    4,   100,           0.1467,          0.14652,       0.00018543,           8.4847,           11.963,           6.9274,           8.9338
    4,   101,          0.16939,          0.16911,       0.00027887,           8.7456,           12.852,            8.915,            10.96
    4,   102,          0.14327,          0.14295,       0.00032489,           8.7946,           11.816,           9.6471,           11.826
    4,   103,          0.12728,          0.12714,       0.00013709,           7.9603,           11.144,           6.1435,           7.6811
    4,   104,          0.13925,          0.13891,       0.00033763,           8.4826,           11.648,           10.001,           12.056
    4,   105,          0.12281,          0.12257,       0.00023706,           8.2396,           10.941,           8.0462,             10.1
    4,   106,          0.13067,          0.13048,       0.00019179,            8.138,           11.289,            7.207,           9.0823
    4,   107,          0.10941,           0.1093,       0.00011535,           7.4241,           10.332,           5.4454,           7.0439
    4,   108,          0.13397,          0.13378,       0.00018834,           8.3269,           11.431,           7.1017,           9.0037
    4,   109,          0.15472,          0.15445,       0.00027166,           9.1326,           12.282,           8.5744,           10.812
    4,   110,           0.1238,          0.12342,       0.00037088,            8.393,           10.979,           10.049,           12.638
    4,   111,          0.12154,          0.12135,       0.00019201,           8.1921,           10.887,           7.2099,           9.0922
    4,   112,          0.14351,          0.14303,       0.00047702,            8.951,           11.819,           11.975,           14.335
    4,   113,          0.13433,          0.13409,       0.00023933,           8.2403,           11.444,           7.9581,           10.151
    4,   114,          0.12458,          0.12428,       0.00029923,           7.8602,           11.017,           9.3886,           11.347
    4,   115,          0.17819,          0.17775,       0.00044196,           9.4273,           13.176,           11.152,           13.796
    4,   116,          0.14614,          0.14598,       0.00016722,           8.3286,            11.94,           6.6464,           8.4868
    4,   117,          0.15234,          0.15202,       0.00032487,           8.6073,           12.185,           9.9824,           11.832
    4,   118,          0.10979,          0.10964,       0.00014999,           7.9013,           10.348,           6.3886,           8.0418
    4,   119,          0.14436,          0.14412,       0.00023973,           8.0279,           11.864,           8.1485,           10.164
    4,   120,          0.14472,          0.14452,       0.00019975,           8.5397,           11.881,           7.5083,           9.2701
    4,   121,          0.14367,          0.14333,       0.00034472,           8.4351,           11.832,           9.9235,           12.179
    4,   122,          0.13169,          0.13131,       0.00038619,           8.3826,           11.325,           9.4022,           12.901
    4,   123,          0.11257,          0.11233,       0.00023322,           7.8723,           10.475,           7.9708,           10.019
    4,   124,          0.11171,          0.11152,       0.00019154,           7.7502,           10.437,           7.2942,           9.0803
    4,   125,          0.14577,          0.14554,       0.00023452,           8.3538,           11.923,           8.0819,           10.056
    4,   126,          0.10329,          0.10318,       0.00011569,            7.547,           10.038,           5.6989,           7.0551
    4,   127,          0.13005,          0.12959,       0.00046068,           8.4798,           11.251,           11.837,            14.09
    4,   128,          0.15158,          0.15138,       0.00020703,           8.9893,           12.159,           7.4607,           9.4428
    4,   129,          0.13951,          0.13926,       0.00024881,           8.4468,           11.663,           8.4902,           10.355
    4,   130,          0.13968,          0.13936,        0.0003189,           8.1554,           11.667,           9.3521,           11.723
    4,   131,          0.13681,          0.13629,       0.00052423,           8.6275,           11.538,           12.049,           15.026
    4,   132,          0.13009,          0.12969,       0.00039878,           7.8748,           11.255,           10.914,           13.108
    4,   133,          0.12001,          0.11986,        0.0001475,            8.107,            10.82,           6.2245,           7.9729
    4,   134,          0.12487,          0.12473,       0.00014354,           8.0357,           11.037,           6.1155,           7.8659
    4,   135,          0.14564,          0.14546,       0.00017186,           8.9225,            11.92,           6.8042,           8.6028
    4,   136,          0.12227,          0.12209,       0.00018239,           7.8458,            10.92,           7.1102,           8.8636
    4,   137,          0.15686,          0.15654,       0.00032765,           8.9855,           12.365,           9.8973,           11.882
    4,   138,          0.16277,          0.16256,       0.00021121,           9.3649,           12.601,           7.6476,           9.5332
    4,   139,            0.164,          0.16375,       0.00025555,           8.6833,           12.647,            8.406,            10.49
    4,   140,          0.16091,          0.16071,       0.00020265,           9.0066,           12.528,           7.2137,           9.3394
    4,   141,          0.10053,          0.10039,       0.00013574,           7.5006,           9.9021,           6.0687,            7.643
    4,   142,          0.12699,          0.12683,       0.00016179,           8.1825,            11.13,           6.7673,            8.345
    4,   143,          0.13391,          0.13356,       0.00035439,           8.4281,           11.421,           9.8426,           12.351
    4,   144,          0.10575,          0.10562,       0.00012598,           7.3358,           10.157,           5.8479,           7.3679
    4,   145,          0.13266,          0.13249,       0.00017342,           7.7955,           11.376,           6.8053,           8.6444
    4,   146,          0.11917,          0.11888,       0.00028775,           7.9673,           10.776,           9.0316,           11.131
    4,   147,          0.15435,          0.15384,        0.0005068,           8.9892,           12.258,           11.815,           14.773
    4,   148,           0.1799,          0.17962,       0.00028475,           9.6659,           13.245,           8.7874,            11.07
    4,   149,          0.11112,          0.11089,       0.00023648,           7.8582,           10.407,           7.9941,           10.098
    4,   150,          0.13737,            0.137,       0.00037077,           8.3789,           11.568,           9.8229,           12.638
    4,   151,          0.17589,          0.17536,       0.00052409,           9.1148,           13.087,           12.798,           15.021
    4,   152,           0.1435,          0.14318,       0.00032447,           8.5788,           11.825,           9.8278,           11.824
    4,   153,          0.13416,          0.13392,       0.00023293,           8.5113,           11.437,            7.791,           10.016
    4,   154,          0.18469,            0.184,       0.00069685,           8.8143,           13.406,           14.573,           17.322
    4,   155,          0.11444,          0.11421,       0.00023021,           7.8739,           10.562,           7.9416,           9.9576
    4,   156,          0.12572,          0.12547,       0.00024285,           8.2412,            11.07,           8.1924,            10.23
    4,   157,          0.10303,          0.10283,       0.00019782,           7.3688,           10.022,           7.3024,           9.2334
    4,   158,           0.1217,          0.12153,       0.00017073,           8.0412,           10.895,           6.8947,           8.5762
    4,   159,          0.13327,          0.13313,       0.00014534,           8.0973,           11.403,           6.2118,           7.9157
    4,   160,           0.1511,          0.15079,       0.00030628,           8.6255,           12.136,           9.0364,           11.484
    4,   161,           0.1386,          0.13839,       0.00021509,           8.2802,           11.626,           7.5173,           9.6304
    4,   162,          0.15901,          0.15879,       0.00021782,           9.0177,           12.454,           7.7814,           9.6869
    4,   163,          0.14221,          0.14207,       0.00014429,           8.5854,            11.78,           6.2657,           7.8834
    4,   164,          0.14006,          0.13984,       0.00021747,           8.3338,           11.687,           7.5563,           9.6785
    4,   165,          0.11388,          0.11371,       0.00016266,           7.7322,           10.539,           6.5517,           8.3669
    4,   166,          0.10578,          0.10564,       0.00014139,           7.2371,           10.158,           6.1868,           7.8012
    4,   167,           0.1128,          0.11265,       0.00015017,           7.6838,           10.489,           6.1886,           8.0418
    4,   168,           0.1322,          0.13199,        0.0002102,            8.265,           11.354,           7.6999,           9.5146
    4,   169,          0.13331,          0.13314,       0.00017848,           8.4001,           11.403,            6.804,           8.7661
    4,   170,           0.1204,          0.12021,       0.00019637,           8.2694,           10.835,           7.0983,           9.1969
    4,   171,          0.10459,          0.10443,       0.00016466,           7.4262,           10.099,           6.6679,           8.4137
    4,   172,          0.11942,          0.11923,       0.00018943,           7.9677,           10.791,           7.2307,           9.0314
    4,   173,          0.14509,          0.14487,       0.00021196,           8.8545,           11.895,           7.8119,           9.5554
    4,   174,           0.1123,          0.11211,       0.00019599,           7.5681,           10.464,           7.3437,           9.1816
    4,   175,          0.11864,          0.11838,       0.00025652,           8.3643,           10.753,            8.663,            10.51
    4,   176,          0.16588,          0.16569,        0.0001919,           8.3862,           12.721,           7.2776,           9.0929
    4,   177,          0.14479,          0.14436,       0.00043043,           8.5879,           11.874,           11.588,           13.611
    4,   178,          0.15327,          0.15289,       0.00038401,           8.8171,            12.22,           11.146,           12.861
    4,   179,          0.12586,          0.12556,       0.00030154,           8.3702,           11.074,           8.8811,           11.394
    4,   180,          0.10638,          0.10628,       0.00010068,           7.4801,           10.188,             5.19,           6.5831
    4,   181,          0.14466,           0.1445,       0.00016045,           8.6812,            11.88,           6.5981,           8.3091
    4,   182,           0.1261,          0.12595,       0.00014976,           7.8068,           11.091,           6.4104,           8.0336
    4,   183,           0.1242,          0.12392,       0.00027462,           7.8044,           11.002,           8.9789,           10.871
    4,   184,          0.10073,          0.10061,       0.00011267,           7.2957,           9.9131,           5.3599,           6.9656
    4,   185,          0.10173,          0.10154,       0.00018707,           7.5485,           9.9588,           6.9923,           8.9771
    4,   186,          0.13527,          0.13483,       0.00043839,           8.2576,           11.476,           11.436,           13.739
    4,   187,          0.10199,          0.10171,       0.00027717,           7.5038,           9.9669,           8.5269,           10.919
    4,   188,          0.13698,           0.1368,       0.00017556,           8.6633,           11.559,           6.6974,           8.6971
    4,   189,          0.15115,          0.15086,       0.00029409,           9.2483,           12.138,           9.2622,           11.249
    4,   190,          0.13966,          0.13916,       0.00049197,           8.5966,           11.659,           11.927,           14.552
    5,     1,          0.14617,          0.14566,       0.00051044,           8.8717,           11.928,           11.496,           14.828
    5,     2,          0.12609,          0.12578,       0.00030955,           8.3278,           11.084,           9.1039,           11.543
    5,     3,          0.14473,          0.14454,       0.00019313,           8.3956,           11.881,           7.4868,           9.1194
    5,     4,          0.10624,           0.1061,       0.00013944,            7.765,            10.18,           6.0049,           7.7488
    5,     5,           0.1163,          0.11608,       0.00021693,           7.7458,           10.648,           7.8223,            9.667
    5,     6,          0.10663,          0.10639,       0.00024495,           7.5902,           10.194,           8.6472,           10.276
    5,     7,          0.11648,          0.11635,       0.00013068,           7.3931,            10.66,           5.7352,           7.4996
    5,     8,          0.15166,          0.15136,       0.00029423,           8.6665,           12.159,           8.9323,           11.258
    5,     9,          0.14869,          0.14848,       0.00020489,             8.64,           12.043,           7.4062,           9.3935
    5,    10,          0.13649,           0.1362,       0.00028309,           8.4018,           11.534,           9.1776,           11.041
    5,    11,          0.11193,          0.11178,       0.00014839,           7.3609,           10.449,           6.0886,           7.9956
    5,    12,          0.11041,           0.1101,       0.00030989,           7.6728,            10.37,           8.9715,           11.544
    5,    13,          0.12471,          0.12451,       0.00019694,           8.0162,           11.028,           7.2577,           9.2068
    5,    14,          0.10532,          0.10519,       0.00013606,           7.2801,           10.136,           5.9278,           7.6511
    5,    15,           0.1336,          0.13325,       0.00035143,           8.4926,           11.408,           9.3098,             12.3
    5,    16,          0.15364,          0.15341,       0.00022886,           8.4406,           12.241,           8.0959,            9.925
    5,    17,          0.12928,          0.12901,        0.0002618,           8.2098,           11.225,            8.571,            10.62
    5,    18,          0.11549,          0.11522,       0.00027011,           8.1529,           10.608,           8.3633,           10.786
    5,    19,           0.1256,          0.12541,       0.00018887,           8.2906,           11.067,           7.0212,           9.0215
    5,    20,           0.1102,           0.1099,       0.00029607,           7.9731,           10.361,            9.491,           11.292
    5,    21,          0.11692,          0.11673,       0.00019405,           7.6892,           10.677,           7.2125,           9.1395
    5,    22,          0.13166,          0.13116,       0.00050372,           8.0729,           11.318,           11.662,           14.737
    5,    23,          0.12534,          0.12509,       0.00024073,            8.058,           11.054,            8.401,           10.186
    5,    24,          0.13472,          0.13448,       0.00023742,            8.421,           11.461,           8.1282,           10.114
    5,    25,           0.1349,          0.13466,       0.00023956,           8.3176,           11.468,           8.1854,           10.152
    5,    26,          0.11511,          0.11493,       0.00018342,           7.7699,           10.595,           7.2703,           8.8842
    5,    27,          0.10497,          0.10481,       0.00016099,           7.2756,           10.118,           6.6966,           8.3284
    5,    28,          0.15471,           0.1538,       0.00091747,           8.7304,           12.256,           17.337,           19.873
    5,    29,           0.1665,           0.1663,       0.00020044,           8.7005,           12.745,           7.2462,           9.2942
    5,    30,          0.11637,          0.11602,       0.00035263,           7.8123,           10.645,            10.48,           12.319
    5,    31,          0.13753,           0.1372,       0.00032488,           8.3414,           11.576,           10.026,           11.833
    5,    32,          0.13558,          0.13543,       0.00015663,           8.0758,           11.501,            6.522,           8.2113
    5,    33,          0.12426,          0.12405,        0.0002026,            8.012,           11.007,           7.1385,           9.3378
    5,    34,          0.14726,          0.14711,       0.00015861,           8.6126,           11.987,           6.4317,           8.2637
    5,    35,         0.087047,         0.086917,       0.00013026,           6.8478,           9.2137,           5.7149,            7.487
    5,    36,          0.11268,          0.11255,        0.0001241,            7.365,           10.485,           5.9117,           7.3104
    5,    37,          0.11318,            0.113,       0.00017578,           7.6808,           10.506,           6.8207,           8.6979
    5,    38,          0.10695,          0.10672,       0.00022935,           7.5041,           10.209,           8.1155,            9.942
    5,    39,          0.10846,           0.1083,       0.00015784,           7.4014,           10.285,           6.6037,           8.2389
    5,    40,          0.14014,          0.13978,       0.00036594,           8.6991,           11.684,            9.377,           12.552
    5,    41,          0.11208,          0.11192,       0.00016371,             7.66,           10.455,           6.5719,           8.3959
    5,    42,          0.13605,          0.13588,       0.00016818,           8.3753,            11.52,            6.598,           8.5156
    5,    43,          0.12238,          0.12203,       0.00035116,           7.9614,           10.917,           10.349,           12.298
    5,    44,          0.14277,          0.14262,       0.00014559,           8.6852,           11.802,           6.0411,           7.9188
    5,    45,          0.13531,          0.13501,       0.00029848,            8.081,           11.483,           9.3255,           11.337
    5,    46,         0.092899,          0.09275,       0.00014918,           6.6149,           9.5178,           6.5501,           8.0142
    5,    47,         0.094826,         0.094704,       0.00012229,           7.1001,           9.6176,           5.6536,           7.2566
    5,    48,          0.12195,          0.12173,       0.00022221,           7.4404,           10.904,           7.9046,           9.7826
    5,    49,          0.12886,          0.12841,        0.0004488,           8.1731,           11.199,           11.671,           13.901
    5,    50,          0.13948,          0.13932,       0.00016225,           7.9829,           11.665,           6.6117,            8.359
    5,    51,          0.14404,          0.14363,       0.00041292,           8.1552,           11.844,           10.073,           13.335
    5,    52,          0.11567,          0.11546,       0.00020844,           8.0443,           10.619,           7.6008,           9.4714
    5,    53,          0.10934,          0.10915,       0.00019023,           7.7717,           10.325,           7.1038,           9.0529
    5,    54,          0.12431,          0.12391,       0.00039995,           8.1401,           11.001,           10.928,           13.126
    5,    55,         0.098442,         0.098204,       0.00023811,           6.9509,           9.7937,           8.2987,           10.131
    5,    56,          0.13521,          0.13493,       0.00028002,           8.6946,            11.48,           8.8876,           10.984
    5,    57,          0.10629,          0.10606,       0.00023018,             7.51,           10.178,           7.9995,           9.9532
    5,    58,         0.090591,         0.090348,       0.00024325,           6.8933,           9.3938,           7.7317,           10.232
    5,    59,          0.11736,          0.11714,       0.00021361,           8.0729,           10.696,           7.3813,           9.5852
    5,    60,          0.11452,           0.1143,       0.00021341,           7.7828,           10.566,           7.2799,           9.5894
    5,    61,           0.1151,          0.11478,       0.00031832,            7.836,           10.588,            9.671,           11.704
    5,    62,          0.14049,          0.14034,       0.00014932,           8.3342,           11.708,           6.2435,           8.0185
    5,    63,         0.096531,         0.096355,       0.00017588,           7.2287,            9.701,           6.9138,            8.704
    5,    64,          0.12277,          0.12236,         0.000405,           8.0407,           10.932,           10.471,           13.209
    5,    65,           0.1415,          0.14134,       0.00016549,            8.328,           11.749,            6.703,           8.4464
    5,    66,         0.095845,         0.095683,       0.00016202,           7.2391,           9.6672,           6.5648,           8.3529
    5,    67,           0.1011,          0.10101,       8.5074e-05,           7.2541,           9.9328,           5.0264,           6.0525
    5,    68,          0.12521,          0.12506,       0.00014588,           8.3382,           11.052,           5.9437,            7.926
    5,    69,          0.15079,          0.15059,       0.00020495,           8.4276,           12.128,           7.6848,           9.3931
    5,    70,          0.10461,          0.10437,       0.00023643,           7.3247,           10.097,           8.3091,           10.086
    5,    71,         0.099465,         0.099302,       0.00016324,           7.5197,           9.8483,            6.672,           8.3825
    5,    72,         0.099329,         0.099091,       0.00023807,           7.3376,           9.8378,           8.2084,           10.124
    5,    73,          0.13299,          0.13279,       0.00019968,           8.4118,           11.389,           7.4491,           9.2773
    5,    74,          0.12333,          0.12319,       0.00013449,           8.0583,           10.969,           5.8896,           7.6096
    5,    75,          0.10115,          0.10101,       0.00014211,           7.2085,           9.9326,           6.0138,            7.823
    5,    76,          0.12718,          0.12695,       0.00023301,           8.1147,           11.135,           7.9016,           10.013
    5,    77,          0.13884,          0.13837,       0.00046468,           8.3192,           11.625,           11.931,           14.149
    5,    78,          0.13581,          0.13564,       0.00017547,           8.6389,            11.51,           6.5854,           8.6908
    5,    79,          0.12043,          0.12019,       0.00023602,           8.0162,           10.835,           8.1413,           10.076
    5,    80,          0.14686,          0.14664,       0.00022167,           8.1255,           11.968,           7.7807,           9.7696
    5,    81,           0.1194,          0.11923,       0.00016738,           7.9391,           10.791,           6.8698,           8.4865
    5,    82,          0.14454,          0.14422,       0.00031939,            8.394,           11.868,           9.0232,           11.723
    5,    83,          0.14706,          0.14694,       0.00012315,           8.3961,            11.98,           5.5133,           7.2799
    5,    84,          0.13666,          0.13645,       0.00020846,           8.4189,           11.544,           7.5525,           9.4775
