60000 520 22.4999999999999 5 1024 -3.57750590104939 -0.00284479388666221 10 3629624
70000 520 22.4999999999999 5 1024 -3.57769998425663 -0.00279654327780323 10 3629624
80000 520 22.4999999999999 5 1024 -3.57788601357364 -0.0028602853872183 10 3629624
90000 520 22.4999999999999 5 1024 -3.57784064591224 -0.00284995870742544 10 3629624
100000 520 22.4999999999999 5 1024 -3.57793677119463 -0.00295300333262205 10 3629624
110000 520 22.4999999999999 5 1024 -3.57751926880387 -0.00312306833202721 10 3629624
120000 520 22.4999999999999 5 1024 -3.57795364638757 -0.00294725797476737 10 3629624
130000 520 22.4999999999999 5 1024 -3.57777928464381 -0.00273627443069151 10 3629624
140000 520 22.4999999999999 5 1024 -3.57773385485246 -0.00295780885527345 10 3629624
150000 520 22.4999999999999 5 1024 -3.57759711717198 -0.00289591107987908 10 3629624
160000 520 22.4999999999999 5 1024 -3.577682873672 -0.0032297682952394 10 3629624
170000 520 22.4999999999999 5 1024 -3.57794037873872 -0.00294292991155435 10 3629624
180000 520 22.4999999999999 5 1024 -3.57755163289253 -0.00269116574464617 10 3629624
190000 520 22.4999999999999 5 1024 -3.57770935202251 -0.00268698119517351 10 3629624
200000 520 22.4999999999999 5 1024 -3.57732220226626 -0.00287977077658956 10 3629624
210000 520 22.4999999999999 5 1024 -3.57789924467161 -0.00293310733051715 10 3629624
220000 520 22.4999999999999 5 1024 -3.57746761681463 -0.00285151401419576 10 3629624
230000 520 22.4999999999999 5 1024 -3.57770244848546 -0.00273368767025264 10 3629624
240000 520 22.4999999999999 5 1024 -3.57753965324774 -0.00287550662473626 10 3629624
250000 520 22.4999999999999 5 1024 -3.57723293267563 -0.00291604925803639 10 3629624
260000 520 22.4999999999999 5 1024 -3.57776830230842 -0.00277648736666418 10 3629624
270000 520 22.4999999999999 5 1024 -3.57801824548515 -0.00299326949826114 10 3629624
280000 520 22.4999999999999 5 1024 -3.57736880319101 -0.00280970024996797 10 3629624
290000 520 22.4999999999999 5 1024 -3.57772125116693 -0.00271747667683045 10 3629624
300000 520 22.4999999999999 5 1024 -3.57828823813002 -0.00276516867960788 10 3629624
310000 520 22.4999999999999 5 1024 -3.57771104592442 -0.0030033041853536 10 3629624
320000 520 22.4999999999999 5 1024 -3.57765191177776 -0.0026316573146988 10 3629624
330000 520 22.4999999999999 5 1024 -3.57753576920324 -0.00299459084635964 10 3629624
340000 520 22.4999999999999 5 1024 -3.57783478196436 -0.00301644070507125 10 3629624
350000 520 22.4999999999999 5 1024 -3.57807926157514 -0.00289239124386961 10 3629624
60000 520 22.4999999999999 5 1024 -3.57772585038441 -0.00293587812922128 11 3629624
70000 520 22.4999999999999 5 1024 -3.57767964679074 -0.0027662511898869 11 3629624
80000 520 22.4999999999999 5 1024 -3.57748463868329 -0.00314133058121034 11 3629624
90000 520 22.4999999999999 5 1024 -3.57805517802628 -0.00298071251861084 11 3629624
100000 520 22.4999999999999 5 1024 -3.57761006350687 -0.00270869489699082 11 3629624
110000 520 22.4999999999999 5 1024 -3.57801409696153 -0.00288213017041346 11 3629624
120000 520 22.4999999999999 5 1024 -3.57808372482419 -0.00278930459967118 11 3629624
130000 520 22.4999999999999 5 1024 -3.5776063158862 -0.00291947483085649 11 3629624
140000 520 22.4999999999999 5 1024 -3.57747923421041 -0.00287262513049565 11 3629624
150000 520 22.4999999999999 5 1024 -3.57786367486918 -0.00259400961013895 11 3629624
160000 520 22.4999999999999 5 1024 -3.57763998030925 -0.00276839289266709 11 3629624
170000 520 22.4999999999999 5 1024 -3.57737640872791 -0.00309856175997199 11 3629624
180000 520 22.4999999999999 5 1024 -3.5777797299002 -0.00279413409627434 11 3629624
190000 520 22.4999999999999 5 1024 -3.57826277566289 -0.00284171500793626 11 3629624
200000 520 22.4999999999999 5 1024 -3.5777153917039 -0.00271621317424473 11 3629624
210000 520 22.4999999999999 5 1024 -3.57763481890931 -0.00271756888359952 11 3629624
220000 520 22.4999999999999 5 1024 -3.57799899400148 -0.0029579280796497 11 3629624
230000 520 22.4999999999999 5 1024 -3.57779447166788 -0.00278743090054221 11 3629624
240000 520 22.4999999999999 5 1024 -3.57760122604787 -0.00327622402732402 11 3629624
250000 520 22.4999999999999 5 1024 -3.57739416197068 -0.0031263906107052 11 3629624
260000 520 22.4999999999999 5 1024 -3.57820728362914 -0.00294208246545415 11 3629624
